artist_name,track_name,release_date,lyrics,neg_sentiment,neu_sentiment,pos_sentiment,com_sentiment
dwight yoakam,since i started drinkin' again,1986,tear control na drinkin mind face old started gon give replace left lousy neighbour one stumble see shed work hey surprise gained lost girl well since heartache behind bos swear embed damn ai know scowl fire late,0.253,0.605,0.142,-0.6486
the marvelettes,locking up my heart,1994,na loneliness cupid alone tellin never lockin puttin goodbye want gon hello key tired stand save heart let throwin said stereo ever nobody guard worry locking brought leave lonely love away share throw embed misery misused pas romance know abused way,0.318,0.403,0.279,-0.1531
collin raye,i volunteer,1995,tear world arm standing someone spare alone got okay wo run say face want odds stand verse somewhere look feelin dry heart left life place one caring year wind shoulder ever need circle lay shelter refrain word rain volunteer voice volunteerembed turn tell like willing meant stop know two afraid throughout,0.069,0.718,0.214,0.836
frank zappa,planet of my dreams,1984,george dead willis alliance thana lead beam muffled worth keep duke bass drum sunlight piano despair full govermental militant televison appliance rampant harris rest bulging shall chad seems glory ignorance hear ca patrick background scream ray wackerman seam cheat dream often planet mound white though scheme science goon care ike along earth like embed basic reveal go know vocal ahead many best,0.178,0.614,0.208,0.3612
kenny chesney,no small miracle,1996,staying world door bill night die going okay survives weary due gone keep say wolf survivesembed little verse outro town heart bedroom make hope clapboard least month rose day love thing hang wither house small get every finding heartache south outside miracle coming tell count light lately uphill smile still,0.089,0.622,0.289,0.926
tricky,makes me wanna die,1996,sun piece universe na die follow stride could cherish say look wan knowembed make le see dare ca even walking converse thing change smoking hydroponic pollution small insignificant learn ism think go mary know fly try moon ironic psychic,0.172,0.771,0.057,-0.6369
dolly parton,she don't love you (like i love you),1984,tear home rehearsal standing take na could alone got wait act thee say us trying gon wish apart lover heart left found put great play make quotation apartembed break would final love thing bow new leaving girl well dating like exit know pretty many feeling fare,0.03,0.517,0.453,0.9812
the mavericks,what a crying shame,1994,call beginning show verse outro heart let life believed ever yesterday always good thought break would breakin ending love hurt slip away care think mistaken cry blue shameembed baby shame know true two,0.227,0.449,0.324,0.7351
tracy lawrence,can't break it to my heart,1993,grown world piece glowin somehow scattered today could start drive never got helpless mind head watched believe apart brand heart left find siftin pain dark time fell make nothin turned ca felt heartembed cluttered break memory would ash away tryin hurtin pick new ember spin side hand know back flame around lord still,0.053,0.788,0.159,0.7636
kevin sharp,she's sure taking it well,1996,tear could going never decided killing space taking give wrong falling believe apart look guess breaking mile heart pain dreamed something watching losing sure wellembed melting thought dream would smiling love rain sugar well soul think enough tell like mine cry sad packing go know try everything way,0.225,0.456,0.319,0.7915
clay walker,money can't buy (the love we had),1993,losin lie nice could buy got hadembed letter bad gone goodbye started tried give everything look heart left fool one said thick thinkin blame ever doin ca nobody even burried cost love thing thin gave win cared well wanted like really givin money go back flame appreciate best,0.119,0.486,0.395,0.9661
billy bragg,the marriage,1986,wanting trap admit drag mother wear saturday catalogue tender bloody understand parent crime life help time make wearing dare must happiness wasting ca bed difference also altar white love ring glossy marriage choosing share rightembed couple cashing needing sin sacrifice right probably feeling moment summer giving,0.247,0.483,0.269,0.128
supersuckers,born with a tail,1995,home hop middle dick sacrilegious run gon debatin brother choose mom well soul turn ai fly til tail mother born drive gas wrong digit hope stick ca scare good infernal earned crown leave brought get nothing waiting molten embed hell brings scowl na got wait league thorn head leather let one trail walkin burn lose confused last bring use really as blue go bugle know right done fire point desire satan backside bet evil free time finger ever learn top rather blow around horn,0.243,0.617,0.14,-0.91
ween,help me scrape the mucus off my brain,1996,ease fix lookin bad brain loved coffee early morning brainembed party cup verse outro scrape guess mornin feelin pain easy help bein purse blame come ca frenchman ever need somethin feel mucus love spent hurt nature think whiskey seen really go money baby shame took know around worse way,0.252,0.495,0.253,0.0258
rick trevino,"you were, you are, you'll always be",1993,sand world beembed doubt met imagine could plan never wo heaven question keep run name without design grain first heart kinda life dark witness time make big hope direction ever ca need always even felt god feel dream promise love change soul eye bond deep river beside spoke light true end stood way,0.075,0.631,0.294,0.936
korn,a.d.i.d.a.s.,1996,somehow fuckin pimp never harder name face verse free fuck truly let see seems always somethin screwing dreamin dream day fantasy fucked starin reality sex stroke way boning fun know back bridge matter might yes,0.192,0.509,0.299,0.5423
