artist,title,year,lyrics,neg_sentiment,neu_sentiment,pos_sentiment,com_sentiment
jack jones,the impossible dream,1966,"The Impossible Dream LyricsTo dream the impossible dream
To fight the unbeatable foe
To bear with unbearable sorrow
To run where the brave dare not go

To right the unrightable wrong
To be better far than you are
To try when your arms are too weary
To reach the unreachable star

This is my quest, to follow that star
No matter how hopeless, no matter how far
To be willing to give when there's no more to give
To be willing to die so that honor and justice may live
And I know if I'll only be true to this glorious quest
That my heart will lie peaceful and calm when I'm laid to my rest

And the world will be better for this
That one man scorned and covered with scars
Still strove with his last ounce of courage
To reach the unreachable starEmbed",0.134,0.631,0.234,0.9573
astrud gilberto,my foolish heart,1966,"My Foolish Heart LyricsThe scene is set for dreaming
Love is knocking at the door
But on my heart I'm reluctant to start
For we've been fooled before

The night is like a lovely tune
Beware, my foolish heart
How white the ever constant moon
Take care, my foolish heart

There's a line between love and fascination
That's so hard to see on an evening such as this
For they both give the very same sensation
When you're lost in the magic of a kiss
Your lips are much too close to mine
Beware, my foolish heart
But should our eager lips combine
Then let the fire start

For this time it isn't fascination
Or a dream that will fade and fall apart
It's love, this time it's love
My foolish heartEmbed",0.143,0.508,0.349,0.9948
jimmy durante,old man time,1966,"Old Man Time LyricsOld man time, he's so mean
Meanest man you've ever seen
He gives you youth, then he steals it away
He takes your nice pretty hair, turns it gray

Makes you rich, makes you poor, he's a dog
All your dreams and your schemes ain't worth a dime
So have a good time every day
'Cause you'll never, never get away
From old man, old man time
Old man time, that boog-a-boo
Every year he changes you
He bends your back, dims your eyes, you see less
You quake and shake, when he's through, you're a mess

Makes you fat, thin or tall, he plays tricks on us all
Every year, changes you, no sense or rhyme

He gives you beauty charm and grace
Then puts wrinkles in your face
That's old man, old man time

But there's one thing he can't change
Love that's true, stays the same
It lives on, on and on in any climb

So you don't ever have to fret
Fall in love and you'll forget
That old man, old man time
Yes old man, old man timeEmbed",0.086,0.77,0.144,0.9267
astrud gilberto,stay,1966,"Stay LyricsStay, and we'll make such sweet music

Come hear the lovebird, he's just out the window
We'll hear the night sing and bathe in a star glow
And we'll feel the breeze blow slow warmth

So, stay, and we'll make such sweet music

Everything changes, there's light when the world's dark
Moments have silence, but we hear a skylark
We both hear a skylark in tune
For time is running, take everything life can bring you
You know it's true so take it, even fake it 'til it comes true

Stay, and we'll make such sweet music

You ask the reason, the night has the answer
Bring me your free soul, and I'll make your heart sure
We'll both feel so heart sure, so stay, so stay.....1Embed",0.026,0.718,0.257,0.9901
the ethiopians,long time now,1966,"Long Time Now LyricsLong, long time
Can't get you off my mind, girl
Long, long time
Since I bid you goodnight
Long, long time
From I hold you so tight, girl
Long, long time
Say won't you come home and be mine?

You.. find somebody new
You.. you know, you break my heart in two
I said a long, long time
Can't get you off my mind, girl
Long, long time
We no have no nice time, girl
A long time now
Me no see you face to face, girl
Long time now
Me no hold you 'round your waist, girl

A long time now
Long time now
Long time now
Long time now

You.. find somebody new
You.. you know, you break my heart in two

I said a long, long time
Can't get you off my mind, girl
Long, long time
We no have no nice time, girl
A long time now
Me no see you face to face, girl
Long time now
Me no hold you 'round your waist, girl
Long time now
We no have no nice time, girl
Long time now
Whoa oh, whoa ohEmbed",0.106,0.828,0.067,-0.6522
the kinks,fancy,1966,"Fancy Lyrics[Verse 1]
Fancy, if you believe in what I believe in
Then we'll be the same, always
Fancy, just look around thee
If you will fancy all the girls you see, always

[Verse 2]
My love is like a ruby that no one can see
Only my fancy, always

[Verse 3]
No one can penetrate me
They only see what's in their own fancy, alwaysEmbed",0.06,0.848,0.092,0.5106
the rolling stones,i am waiting,1966,"I Am Waiting Lyrics[Verse 1]
I am waiting, I am waiting
Oh yeah, oh yeah
I am waiting, I am waiting
Oh yeah, oh yeah
Waiting for someone to come out of somewhere
Waiting for someone to come out of somewhere

[Verse 2]
You can't hold out, you can't hold out
Oh yeah, oh yeah
You can't hold out, you can't hold out
Oh yeah, oh yeah
Waiting for someone to come out of somewhere
Waiting for someone to come out of somewhere
[Bridge 1]
See it come along and don't know where it's from
Oh yes, you will find out
Well it happens all the time, it's censored from our minds
You'll find out

[Verse 3]
Slow or fast, slow or fast
Oh yeah, oh yeah
End at last, end at last
Oh yeah, oh yeah
Waiting for someone to come out of somewhere
Waiting for someone to come out of somewhere

[Bridge 2]
Stand up coming years and escalation fears
Oh yes we will find out
Well like a withered stone, fears will pierce your bones
You'll find out

[Verse 3]
Oh we're waiting, oh we're waiting
Oh yeah, oh yeah
Oh we're waiting-ting, oh we're waiting-ting
Oh yeah, oh yeah
Waiting for someone to come out of somewhere
Waiting for someone to come out of somewhere
[Outro]
Oh we're waiting, oh we're waiting
Oh we're waiting, oh we're waiting1Embed",0.027,0.792,0.18,0.985
the rolling stones,gimme shelter,1966,"Gimme Shelter Lyrics[Intro: Merry Clayton]
Ooh
Ooh
Ooh

[Verse 1: Mick Jagger]
Ooh, a storm is threat'ning
My very life today
If I don't get some shelter
Ooh yeah, I'm gonna fade away
[Chorus: Mick Jagger and Merry Clayton]
War, children
It's just a shot away, it's just a shot away
War, children
It's just a shot away, it's just a shot away, yeah

[Verse 2: Mick Jagger and Merry Clayton]
Ooh, see the fire is sweeping
Our very street today
Burns like a red-coal carpet
Mad bull lost your way

[Chorus: Mick Jagger and Merry Clayton]
War, children, yeah
It's just a shot away, it's just a shot away
War, children,yeah
It's just a shot away, it's just a shot away

[Guitar Solo 2:03 - 2:43]

Hey, hey

[Bridge: Merry Clayton]
Rape, murder
It's just a shot away, it's just a shot away
Rape, murder, yeah
It's just a shot away, it's just a shot away
Rape, murder (Woo)
It's just a shot away, it's just a shot away
Yeah
[Verse 3: Mick Jagger and Merry Clayton]
Mmm, the flood is threat'ning
My very life today
Gimme, gimme shelter
Or I'm going to fade away

[Chorus - Variation: Mick Jagger and Merry Clayton]
War, children
It's just a shot away, it's just a shot away
It's just a shot away, it's just a shot away
It's just a shot away

[Outro: Mick Jagger and Merry Clayton]
I tell you love, sister
It's just a kiss away, it's just a kiss away
It's just a kiss away, it's just a kiss away
It's just a kiss away, (kiss away, kiss away)

[Harmonica Solo]41Embed",0.154,0.652,0.194,0.7506
the rolling stones,doncha bother me,1966,"Doncha Bother Me Lyrics[Verse 1]
I said, ""Oh no, don't you follow me no more""
I said, ""Oh no, don't you follow me no more
Well, I'm looking for my face and I got no place to go""

[Verse 2]
I said, ""Oh no, don't you follow me no more""
I said, ""Oh no, don't you follow me no more
Well, pick your own mind and don't you touch mine no more""

[Bridge 1]
Still waiting here for a single idea
In your clothes and your hair, I wore it last year
Oh no, don't you follow me no more
[Instrumental Break]

[Verse 3]
I said, ""Oh no, don't you copy me no more""
I said, ""Oh no, don't you copy me no more
Well, the lines around my eyes are protected by a copyright law""

[Bridge 2]
Well, all the clubs and the bars and the little red cars
Not knowing why, but trying to get high
Oh no, don't you follow me no more

[Outro]
Don't you follow, don't you followEmbed",0.128,0.853,0.019,-0.9014
the rolling stones,lady jane,1966,"Lady Jane Lyrics[Verse 1]
My sweet Lady Jane, when I see you again
Your servant am I and will humbly remain
Just heed this plea, my love
On bended knees, my love
I pledge myself to Lady Jane

[Verse 2]
My dear Lady Anne, I've done what I can
I must take my leave for promised I am
This play is run, my love
Your time has come, my love
I pledge my troth to Lady Jane
[Verse 3]
Oh my sweet Marie, I wait at your eaves
The sands have run out for your lady and me
Wedlock is nigh, my love
Her station's right, my love
Life is secure with Lady Jane1Embed",0.008,0.703,0.289,0.9913
the who,heat wave,1966,"Heat Wave Lyrics[Chorus 1]
Heat wave
Heat wave

[Verse 1]
Whenever I'm with you
Something inside
Starts to burn deep
And my heart's filled with fire
Could be that I'm very sentimental
Or is this just the way love's supposed to be?
[Chorus 2]
I got a heat wave
Burning in my heart
I can't keep from crying
Tearing me apart

[Verse 2]
Sometimes she calls my name
Yeah, yeah, yeah, I can't explain
I feel, yeah I feel
I feel this burning flame
This high blood pressure's got a hold on me
Because this is the way love's supposed to be

[Chorus 2]
I got a heat wave
Burning in my heart
I can't keep from crying
Tearing me apart

[Bridge]
Oh yeah
Oh yeah
Oh yeah
Oh yeah
Just give me another chance
This could be a new romance
[Chorus 1]
Heat wave
Heat wave
Heat wave
Heat waveEmbed",0.014,0.764,0.222,0.986
the chambers brothers,time has come today,1966,"Time Has Come Today Lyrics[Intro]
Cuckoo

[Verse 1]
Time has come today
Young hearts can go their way
Can't put it off another day
I don't care what others say
They think we don't listen anyway
Time has come today
(Hey)
[Verse 2]
Oh
The rules have changed today (Hey)
I have no place to stay (Hey)
I'm thinking about the subway (Hey)
My love has flown away (Hey)
My tears have come and gone (Hey)
Oh, my Lord, I have to roam (Hey)
I have no home (Hey)
I have no home (Hey)

[Chorus]
Now the time has come (Time)
There's no place to run (Time)
I might get burned up by the sun (Time)
But I had my fun (Time)
I've been loved and put aside (Time)
I've been crushed by a tumbling tide (Time)
And my soul has been psychedelicized (Time)

[Post-Chorus]
Now the time has come (Time)
There are things to realize (Time)
Time has come today (Time)
Time has come today (Time)
[Bridge]
Time
Time
Time
Time
Time
Time
Time
Time
Time
Time
Time

[Instrumental Interlude]

[Chorus]
Oh
Now the time has come (Time)
There's no place to run (Time)
I might get burned up by the sun (Time)
But I had my fun (Time)
I've been loved and put aside (Time)
I've been crushed by a tumbling tide (Time)
And my soul has been psychedelicized (Time)

[Post-Chorus]
Now the time has come (Time)
There are things to realize (Time)
Time has come today (Time)
Time has come today (Time)
[Outro]
Time
Time
Time
Time
YeahEmbed",0.068,0.846,0.085,0.8998
